,question,qtype,qtype_coarse,qtype_fine
4653,"How many bails are there in a cricket wicket ?
",NUM:count,NUM,count
4654,"What city was Martin Luther King Jr. assassinated in ?
",LOC:city,LOC,city
4655,"What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?
",HUM:ind,HUM,ind
4656,"Where 's the Bernini-Bristol Hotel ?
",LOC:other,LOC,other
4657,"Who said `` What contemptible scoundrel stole the cork from my lunch ? ''
",HUM:ind,HUM,ind
4658,"What is the capital of Kosovo ?
",LOC:city,LOC,city
4659,"What kind of company is 7-Eleven ?
",HUM:gr,HUM,gr
4660,"How many letters appear with the numbers 2 to 9 on a telephone dial ?
",NUM:count,NUM,count
4661,"What were the first three cities to have a population of more than a million ?
",LOC:city,LOC,city
4662,"How did the months of the year get there name ?
",DESC:manner,DESC,manner
4663,"What scale measures earthquakes ?
",ENTY:other,ENTY,other
4664,"What is a glory hole ?
",DESC:def,DESC,def
4665,"What kind of education would you need to become an athletic trainer for the NFL ?
",ENTY:other,ENTY,other
4666,"What are the major companies that are part of Dow Jones ?
",HUM:gr,HUM,gr
4667,"What college did Joe Namath play football for ?
",HUM:gr,HUM,gr
4668,"What was the minimum wage in 1991 ?
",NUM:money,NUM,money
4669,"What country is the biggest producer of tungsten ?
",LOC:country,LOC,country
4670,"How does it make its colors ?
",DESC:manner,DESC,manner
4671,"What would happen to Canada if Quebec separated ?
",DESC:desc,DESC,desc
4672,"When is the Jimmy Buffett concert coming to the E center in Camden NJ ?
",NUM:date,NUM,date
4673,"What is ` Last Chance for Animals ' ?
",DESC:desc,DESC,desc
4674,"What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?
",LOC:country,LOC,country
4675,"What is the weather like on the moon ?
",DESC:desc,DESC,desc
4676,"Who was the 1st U.S. President ?
",HUM:ind,HUM,ind
4677,"What is the main language of Sao Paulo , Brazil ?
",ENTY:lang,ENTY,lang
4678,"How much did Varian Associates try to sell its vacuum products division to the BOC group for ?
",NUM:money,NUM,money
4679,"What is the abbreviation of the International Olympic Committee ?
",ABBR:abb,ABBR,abb
4680,"How many people hike ?
",NUM:count,NUM,count
4681,"What are boxcars ?
",DESC:def,DESC,def
4682,"How do I keep cats out of my flower garden for good ?
",DESC:manner,DESC,manner
4683,"Who played Maria in the film West Side Story ?
",HUM:ind,HUM,ind
4684,"What is a common anti-AIDS drug ?
",ENTY:dismed,ENTY,dismed
4685,"Who bestowed great power upon Captain Britain ?
",HUM:ind,HUM,ind
4686,"How can you tell when figs are ripe ?
",DESC:manner,DESC,manner
4687,"How do I love thee ?
",DESC:manner,DESC,manner
4688,"Which type of soda has the greatest amount of caffeine ?
",ENTY:food,ENTY,food
4689,"What nationality is a Sicilian ?
",LOC:country,LOC,country
4690,"What is the most common boy 's or girl 's name ?
",HUM:ind,HUM,ind
4691,"Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?
",HUM:ind,HUM,ind
4692,"What color was the hundred billionth crayon made by Crayola ?
",ENTY:color,ENTY,color
4693,"What soft drink tells us to `` Go Hawaiian '' ?
",ENTY:food,ENTY,food
4694,"How does a hydroelectric dam work ?
",DESC:manner,DESC,manner
4695,"What is the oldest building in the United States ?
",LOC:other,LOC,other
4696,"What is the West Virginia state animal ?
",ENTY:animal,ENTY,animal
4697,"How many people died on South Carolina highways in 1998 ?
",NUM:count,NUM,count
4698,"What are binomial coefficients ?
",DESC:def,DESC,def
4699,"What was The Living Room War ?
",DESC:def,DESC,def
4700,"What are some translations of the phrase `` Thank-you '' ?
",ENTY:termeq,ENTY,termeq
4701,"What is President Nixon 's birthdate ?
",NUM:date,NUM,date
4702,"What is `` the great American family cereal '' ?
",ENTY:food,ENTY,food
4703,"What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?
",DESC:desc,DESC,desc
4704,"How many people died in the Vietnam war ?
",NUM:count,NUM,count
4705,"What year did Montana become a state ?
",NUM:date,NUM,date
4706,"When was the USSR dissolved ?
",NUM:date,NUM,date
4707,"Why are there letters on the telephone ? Why are there no Q or Z ?
",DESC:reason,DESC,reason
4708,"What Japanese city was once called Edo ?
",LOC:city,LOC,city
4709,"Who did the Seven Mules block for ?
",HUM:ind,HUM,ind
4710,"What is the world 's largest distilling company ?
",HUM:gr,HUM,gr
4711,"What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?
",HUM:ind,HUM,ind
4712,"Where is one 's corpus callosum found ?
",LOC:other,LOC,other
4713,"Who did Napolean defeat at Jena and Auerstadt ?
",HUM:ind,HUM,ind
4714,"What household products are there for adult acne ?
",ENTY:product,ENTY,product
4715,"What British prime minister and U.S. president were seventh cousins once-removed ?
",HUM:ind,HUM,ind
4716,"What is the most expensive car in the world ?
",ENTY:product,ENTY,product
4717,"What is an Angelus ?
",DESC:def,DESC,def
4718,"How many objects orbit the Earth ?
",NUM:count,NUM,count
4719,"What was the tragedy that struck the city of Dogtown in 1899 ?
",ENTY:event,ENTY,event
4720,"What 's the oldest capital city in the Americas ?
",LOC:city,LOC,city
4721,"What Leon Uris novel dealt with the Russian capture of Berlin ?
",ENTY:cremat,ENTY,cremat
4722,"What is the location of Edinburgh , Scotland ?
",LOC:other,LOC,other
4723,"How many muscles does the average adult use when going for a walk ?
",NUM:count,NUM,count
4724,"How long do you have to live in a community to vote ?
",NUM:period,NUM,period
4725,"What was the name of the Titanic 's captain ?
",HUM:ind,HUM,ind
4726,"Name of heroine in `` Scruples '' ?
",HUM:ind,HUM,ind
4727,"How big is the Chappellet vineyard ?
",NUM:volsize,NUM,volsize
4728,"Jackson Pollock was a native of what country ?
",LOC:country,LOC,country
4729,"What makes sperm ?
",DESC:reason,DESC,reason
4730,"How do I know how much money to save for retirement ?
",DESC:manner,DESC,manner
4731,"What does the dot on the letter i mean ?
",DESC:def,DESC,def
4732,"Who wrote The Godfather ?
",HUM:ind,HUM,ind
4733,"What is the origin of the term soda jerk ?
",DESC:desc,DESC,desc
4734,"What is the frequency of VHF ?
",NUM:other,NUM,other
4735,"What sport does Chris Jogis play ?
",ENTY:sport,ENTY,sport
4736,"What island was the target of the U.S. 's Operation Urgent Fury ?
",LOC:other,LOC,other
4737,"What is a fear of robbers ?
",ENTY:dismed,ENTY,dismed
4738,"What Nevil Shute novel is about the doomed survivors of a nuclear war ?
",ENTY:cremat,ENTY,cremat
4739,"What is the cause of endangered species ?
",DESC:reason,DESC,reason
4740,"Which of the following TV newsmen was a Rhodes scholar ?
",HUM:ind,HUM,ind
4741,"What did Warlock wear on his forehead in Marvel comics ?
",ENTY:other,ENTY,other
4742,"What is the softest part of the body ?
",ENTY:body,ENTY,body
4743,"What six-foot temperance advocate wielded her hatchet on saloons ?
",HUM:ind,HUM,ind
4744,"How many islands does Fiji have ?
",NUM:count,NUM,count
4745,"What line divided the North and South in the U.S. Civil War ?
",ENTY:other,ENTY,other
4746,"What is the definition of cecum ?
",DESC:def,DESC,def
4747,"Who invented volleyball ?
",HUM:ind,HUM,ind
4748,"What 's the most powerful country in the world ?
",LOC:country,LOC,country
4749,"How do I do this ?
",DESC:manner,DESC,manner
4750,"Name a ballet company Mikhail Baryshnikov has danced for ?
",HUM:gr,HUM,gr
4751,"Who led the Normans to victory in the Battle of Hastings ?
",HUM:ind,HUM,ind
4752,"What is the origin of the word `` Teddy bear '' ?
",DESC:desc,DESC,desc
4753,"What percentage of the world 's plant and animal species can be found in the Amazon forests ?
",NUM:perc,NUM,perc
4754,"What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?
",HUM:ind,HUM,ind
4755,"Who invented the horoscope ?
",HUM:ind,HUM,ind
4756,"What nutrients are for healthy bones and teeth ?
",ENTY:food,ENTY,food
4757,"What are Fortune 500 companies ?
",DESC:def,DESC,def
4758,"What is the difference between ninjitsu and kung fu ?
",DESC:desc,DESC,desc
4759,"What king was forced to agree to the Magna Carta ?
",HUM:ind,HUM,ind
4760,"How many electoral college votes does Colorado have ?
",NUM:count,NUM,count
4761,"What were Babe Ruth 's Christian names ?
",HUM:ind,HUM,ind
4762,"How many bottles of wine were prisoners in the Bastille allowed per day ?
",NUM:count,NUM,count
4763,"Where do lobsters like to live ?
",LOC:other,LOC,other
4764,"Who was the first elected mayor of Washington , D.C. ?
",HUM:ind,HUM,ind
4765,"What are the wolverine habits ?
",ENTY:other,ENTY,other
4766,"How do you fix squeaky floors ?
",DESC:manner,DESC,manner
4767,"When was the Big Thompson flood ?
",NUM:date,NUM,date
4768,"What good are mosquitoes ?
",DESC:desc,DESC,desc
4769,"How do you get bubblegum out of carpet ?
",DESC:manner,DESC,manner
4770,"What 's played at Wembley Stadium , London , every May ?
",ENTY:sport,ENTY,sport
4771,"Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?
",HUM:ind,HUM,ind
4772,"How many hours of work does it take a typist to complete a 100-page screenplay ?
",NUM:count,NUM,count
4773,"What is Alice Cooper 's real name ?
",HUM:ind,HUM,ind
4774,"What is the Peloponnesian League ?
",DESC:def,DESC,def
4775,"What two cities usually mark the extremes of English Channel swims ?
",LOC:city,LOC,city
4776,"How many times does the tide ebb and flow each day ?
",NUM:count,NUM,count
4777,"Who invented television ?
",HUM:ind,HUM,ind
4778,"What are tannins ?
",DESC:def,DESC,def
4779,"How does General Mills manufacture Cheerios ?
",DESC:manner,DESC,manner
4780,"What was Jimmy Durante 's theme song ?
",ENTY:cremat,ENTY,cremat
4781,"Name the person who burst through the screen in the Lite beer commercials .
",HUM:ind,HUM,ind
4782,"What delicacy is known indelicately as pickled roe ?
",ENTY:food,ENTY,food
4783,"What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?
",ENTY:food,ENTY,food
4784,"What U.S. vice-president killed Alexander Hamilton in a duel ?
",HUM:ind,HUM,ind
4785,"What 's the Fahrenheit equivalent of zero degrees centigrade ?
",NUM:temp,NUM,temp
4786,"How many muscles does an oyster have ?
",NUM:count,NUM,count
4787,"What card game derived its name from biritch , or Russian Whist ?
",ENTY:sport,ENTY,sport
4788,"Who wrote `` Much Ado About Nothing '' ?
",HUM:ind,HUM,ind
4789,"What is the collective noun for geese ?
",ENTY:word,ENTY,word
4790,"What personality traits are Capricorns said to have ?
",DESC:desc,DESC,desc
4791,"Where can I get information concerning child custody files for the State of Utah ?
",LOC:other,LOC,other
4792,"What was John F. Kennedy 's 1960 campaign song ?
",ENTY:cremat,ENTY,cremat
4793,"What Louisiana Senator won a seat that had been held by his father and mother ?
",HUM:ind,HUM,ind
4794,"What hymn did John Steinbeck get his title The Grapes of Wrath from ?
",ENTY:cremat,ENTY,cremat
4795,"What invention does the principle of conservation of energy make impossible ?
",ENTY:techmeth,ENTY,techmeth
4796,"What 's the highest-ranking suit in bridge ?
",ENTY:other,ENTY,other
4797,"Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?
",HUM:ind,HUM,ind
4798,"What writer is famous for physically putting himself into the center of his subject matter ?
",HUM:ind,HUM,ind
4799,"Who 's the lead singer of the Led Zeppelin band ?
",HUM:ind,HUM,ind
4800,"In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?
",HUM:ind,HUM,ind
4801,"Who plays the cop in the movie `` Kindergarten Cop '' ?
",HUM:ind,HUM,ind
4802,"How many characters makes up a word for typing test purposes ?
",NUM:count,NUM,count
4803,"What non-mechanical sport achieves the highest speeds ?
",ENTY:sport,ENTY,sport
4804,"What was the 1940 annual salary for a boilermaker ?
",NUM:money,NUM,money
4805,"Who created Billy Pilgrim , a survivor of the Dresden firestorm ?
",HUM:ind,HUM,ind
4806,"What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?
",ENTY:sport,ENTY,sport
4807,"What country saw the origin of the Asian Flu ?
",LOC:country,LOC,country
4808,"Who is the richest woman in the world ?
",HUM:ind,HUM,ind
4809,"Where can I take a test that will tell me what I should be when I grow up ?
",LOC:other,LOC,other
4810,"What caused the death of Bob Marley ?
",DESC:reason,DESC,reason
4811,"What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?
",HUM:title,HUM,title
4812,"What daily newspaper will `` help you see clearer across the USA '' ?
",ENTY:cremat,ENTY,cremat
4813,"What lake in Scotland is said to hold one or more monsters ?
",LOC:other,LOC,other
4814,"Who were the 1974 Oscar winners ?
",HUM:ind,HUM,ind
4815,"What kind of business is 7-Eleven ?
",HUM:gr,HUM,gr
4816,"What is Sinn Fein ?
",DESC:def,DESC,def
4817,"What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?
",ENTY:dismed,ENTY,dismed
4818,"What do river otters eat ?
",ENTY:food,ENTY,food
4819,"Who wrote the book , `` Huckleberry Finn '' ?
",HUM:ind,HUM,ind
4820,"Who would you use the Heimlich maneuver on ?
",HUM:ind,HUM,ind
4821,"What famed library can you reach by dialing 22-287-5 ?
",LOC:other,LOC,other
4822,"What five-time winner of the Kentucky Derby lost his first 25 races ?
",ENTY:animal,ENTY,animal
4823,"What did Vasco da Gama discover ?
",ENTY:other,ENTY,other
4824,"What is Megan 's law ?
",DESC:def,DESC,def
4825,"Where can I get a complete listing of showtimes in my area ?
",LOC:other,LOC,other
4826,"Where 's Montenegro ?
",LOC:other,LOC,other
4827,"What is usenet for the Internet ?
",DESC:def,DESC,def
4828,"What are field effect transistors ?
",DESC:def,DESC,def
4829,"What was the killer whale who died at Sea World of a fungal infection named ?
",ENTY:animal,ENTY,animal
4830,"What is witch hazel ?
",DESC:def,DESC,def
4831,"What is state tree of Nebraska ?
",ENTY:plant,ENTY,plant
4832,"Where is Glasgow ?
",LOC:other,LOC,other
4833,"Why is Chicago named Chicago ?
",DESC:reason,DESC,reason
4834,"What three colors of ink are used to print a U.S. dollar bill ?
",ENTY:color,ENTY,color
4835,"What exactly is the purpose of the anteater ?
",DESC:reason,DESC,reason
4836,"What is the correct way to use `` may '' vs. `` might '' ?
",ENTY:techmeth,ENTY,techmeth
4837,"What North American city boasts the biggest Polish population ?
",LOC:city,LOC,city
4838,"What radio , TV and movie character did Jackie Gleason and William Bendix play ?
",HUM:ind,HUM,ind
4839,"Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?
",LOC:other,LOC,other
4840,"What does a pedometer measure ?
",ENTY:other,ENTY,other
4841,"What is Maurizio Pellegrin 's age ?
",NUM:period,NUM,period
4842,"How many thousands of students attend the University of Massachusetts ?
",NUM:count,NUM,count
4843,"Name the U.S. Senate majority leader and the Speaker of the House .
",HUM:ind,HUM,ind
4844,"What name did football 's New York Titans adopt in 1963 ?
",HUM:gr,HUM,gr
4845,"What female suspect in the game of Clue is single ?
",HUM:ind,HUM,ind
4846,"Who owns CNN ?
",HUM:ind,HUM,ind
4847,"About how many Americans are still unaccounted for from the Vietnam war ?
",NUM:count,NUM,count
4848,"What is the chemical reactivity of neon ?
",NUM:other,NUM,other
4849,"What is an auto-commentary ?
",DESC:def,DESC,def
4850,"What is the oldest website on the Internet ?
",LOC:other,LOC,other
4851,"What is deconstructionism ?
",DESC:def,DESC,def
4852,"What did Lenny Bruce say that got him arrested ?
",DESC:desc,DESC,desc
4853,"What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World ?
",ENTY:cremat,ENTY,cremat
4854,"What is a fear of speaking ?
",ENTY:dismed,ENTY,dismed
4855,"What was Hitler 's favorite movie ?
",ENTY:cremat,ENTY,cremat
4856,"Why do airliners crash vs. gliding down ?
",DESC:reason,DESC,reason
4857,"What are those little blue reflectors in the middle of the road for ?
",DESC:reason,DESC,reason
4858,"What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?
",HUM:ind,HUM,ind
4859,"How is saline used in medicine ?
",DESC:manner,DESC,manner
4860,"What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?
",ENTY:termeq,ENTY,termeq
4861,"What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?
",ENTY:event,ENTY,event
4862,"What country are you visiting if you land at President Duvalier Airport ?
",LOC:country,LOC,country
4863,"What attorney-general ordered the closing of Alcatraz ?
",HUM:ind,HUM,ind
4864,"What is the capital of Congo ?
",LOC:city,LOC,city
4865,"What is the text of the Fifth Amendment ?
",DESC:desc,DESC,desc
4866,"What is a country that starts with the letter x ?
",LOC:country,LOC,country
4867,"What countries earn the most from tourism ?
",LOC:country,LOC,country
4868,"What is the Internet2 ?
",DESC:def,DESC,def
4869,"Which city in China has the largest number of foreign financial companies ?
",LOC:city,LOC,city
4870,"When are the Oscars Academy Awards in 1999 ?
",NUM:date,NUM,date
4871,"Who was the prophet of the Jewish people ?
",HUM:ind,HUM,ind
4872,"What is the most common name ?
",HUM:ind,HUM,ind
4873,"Who was the oldest U.S. president ?
",HUM:ind,HUM,ind
4874,"What common plant has a button , cap , cup , gills , and ring ?
",ENTY:plant,ENTY,plant
4875,"When was Dubai 's first concrete house built ?
",NUM:date,NUM,date
4876,"What is the Milky Way ?
",DESC:def,DESC,def
4877,"What is Remembrance Day all about ?
",DESC:desc,DESC,desc
4878,"What food did Marco Polo introduce into Italy from the court of Kubla Khan ?
",ENTY:food,ENTY,food
4879,"What diamond producer controls about 80% of the world 's diamonds ?
",HUM:gr,HUM,gr
4880,"Who is the prophet of the religion of Islam ?
",HUM:ind,HUM,ind
4881,"Who portrayed Maggio in the film From Here to Eternity ?
",HUM:ind,HUM,ind
4882,"Where are zebras most likely found ?
",LOC:other,LOC,other
4883,"What are the odds of giving birth to twins ?
",NUM:perc,NUM,perc
4884,"What is the best place to live in the world , considering climate , civilization ?
",LOC:other,LOC,other
4885,"What is meant by `` capital market '' ?
",DESC:def,DESC,def
4886,"In My Antonia , how is Mr. Shimerda out of place on the farm ?
",DESC:manner,DESC,manner
4887,"What ship did Lloyd M. Bucher command ?
",ENTY:veh,ENTY,veh
4888,"Name a medicine commonly used to combat AIDS ?
",ENTY:dismed,ENTY,dismed
4889,"What is the difference between hair and fur ?
",DESC:desc,DESC,desc
4890,"What is the difference between love and infatuation ?
",DESC:desc,DESC,desc
4891,"Name the cartoon genie conjured by the magic ring shared by Nancy and Chuck .
",HUM:ind,HUM,ind
4892,"What foods contain vitamin B12 ?
",ENTY:food,ENTY,food
4893,"What is the amount of money owed for illegally having a dog on a beach ?
",NUM:money,NUM,money
4894,"What are the first and last letters of the Greek alphabet ?
",ENTY:letter,ENTY,letter
4895,"What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?
",LOC:other,LOC,other
4896,"How big is the largest diamond ?
",NUM:volsize,NUM,volsize
4897,"What are some ways to help someone with Chicken Pox ?
",ENTY:techmeth,ENTY,techmeth
4898,"How do I find out the exact time of a sunset for a particular day ?
",DESC:manner,DESC,manner
4899,"When did the original Howdy Doody show go off the air ?
",NUM:date,NUM,date
4900,"How many languages are there in the world ?
",NUM:count,NUM,count
4901,"Who was Picasso ?
",HUM:desc,HUM,desc
4902,"Who were the only two bald U.S. Presidents ?
",HUM:ind,HUM,ind
4903,"Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?
",HUM:ind,HUM,ind
4904,"What river flows past the Temple of Karnak ?
",LOC:other,LOC,other
4905,"What comedian was The Perfect Fool ?
",HUM:ind,HUM,ind
4906,"What are the benefits of a rowing machine ?
",DESC:desc,DESC,desc
4907,"Where do you find information about the Queensland National Competition Policy
",LOC:other,LOC,other
4908,"What 's a `` coup de poing '' to a French boxer ?
",DESC:def,DESC,def
4909,"What 's the difference between carelessness and carefreeness ?
",DESC:desc,DESC,desc
4910,"What is the Islamic counterpart to the Red Cross ?
",ENTY:termeq,ENTY,termeq
4911,"Why does tuberculosis afflict people ?
",DESC:reason,DESC,reason
4912,"Who loved Flash Gordon besides Dale ?
",HUM:ind,HUM,ind
4913,"What is tyvek ?
",DESC:def,DESC,def
4914,"What do humans catch zoonose diseases from ?
",ENTY:other,ENTY,other
4915,"How did Asia get its name ?
",DESC:manner,DESC,manner
4916,"What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?
",ENTY:veh,ENTY,veh
4917,"Where can I get information on the original 13 US colonies ?
",LOC:other,LOC,other
4918,"For what disease is the drug Sinemet used as a treatment ?
",ENTY:dismed,ENTY,dismed
4919,"What are three ways in which wind is created on the earth ?
",ENTY:techmeth,ENTY,techmeth
4920,"What gender is not allowed to vote in Kuwait ?
",ENTY:other,ENTY,other
4921,"How many inches over six feet is Tom Selleck ?
",NUM:count,NUM,count
4922,"What is the name of the disease that actress Hunter Tylo 's baby girl has ?
",ENTY:dismed,ENTY,dismed
4923,"Who 's the only president buried in Washington
",HUM:ind,HUM,ind
4924,"How much could you rent a Volkswagen bug for in 1966 ?
",NUM:money,NUM,money
4925,"Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?
",HUM:ind,HUM,ind
4926,"What is the mean income of the top 10% , top 5% , and top 1% ?
",NUM:money,NUM,money
4927,"What North American city sprouts the most parking meters ?
",LOC:city,LOC,city
4928,"What is the largest and most expensive freeway construction project in the U.S. right now ?
",LOC:other,LOC,other
4929,"What can I do to get into an Ivy League school ?
",DESC:desc,DESC,desc
4930,"What film did Louise Fletcher win the best actress Oscar for ?
",ENTY:cremat,ENTY,cremat
4931,"Where did Gulliver find a race of tiny people ?
",LOC:other,LOC,other
4932,"What 1950 film won seven Oscars , including best picture ?
",ENTY:cremat,ENTY,cremat
4933,"How much stronger is the new vitreous carbon material invented by the Tokyo Institute of Technology compared with the material made from cellulose ?
",NUM:count,NUM,count
4934,"How much do tuberculosis combatting drugs cost ?
",NUM:money,NUM,money
4935,"President Bush compared Saddam Hussein to whom ?
",HUM:ind,HUM,ind
4936,"What 's the name of Pittsburgh 's baseball team ?
",HUM:gr,HUM,gr
4937,"What Shakespeare play opens with the line : `` Now is the winter of our discontent.. . '' ?
",ENTY:cremat,ENTY,cremat
4938,"What TV comedian worked with White Fang , Black Tooth and Pookie the Lion ?
",HUM:ind,HUM,ind
4939,"Who created the character James Bond ?
",HUM:ind,HUM,ind
4940,"What type of exercise burns the most calories ?
",ENTY:sport,ENTY,sport
4941,"What is `` the only cigarette made with no leftovers '' ?
",DESC:desc,DESC,desc
4942,"Where did the Japanese Imperial Forces surrender to end WWII ?
",LOC:other,LOC,other
4943,"What is Mikhail Gorbachev 's middle initial ?
",ABBR:abb,ABBR,abb
4944,"How many rows of whiskers does a cat have ?
",NUM:count,NUM,count
4945,"What British general surrendered to the colonial army at Saratoga ?
",HUM:ind,HUM,ind
4946,"How can people from Ireland come to the U.S. , work , and then return to Ireland ?
",DESC:manner,DESC,manner
4947,"What product 's ads claim that it `` eliminates odors , kills household germs , mold , and mildew '' ?
",ENTY:product,ENTY,product
4948,"What is the world population as of today ?
",NUM:count,NUM,count
4949,"What is the history of Buffalo chicken wings ?
",DESC:desc,DESC,desc
4950,"What is humidity ?
",DESC:def,DESC,def
4951,"What kind of creatures are black , yellow , and brown bullheads ?
",ENTY:animal,ENTY,animal
4952,"What city would you be in if you were feeding the pigeons in the Piazza San Marco ?
",LOC:city,LOC,city
4953,"What artist 's studio was the Bateau-Lavoir in Montmartre ?
",HUM:ind,HUM,ind
4954,"What is the name of the planet that the Ewoks live on ?
",LOC:other,LOC,other
4955,"How many words are there in the Spanish language ?
",NUM:count,NUM,count
4956,"Where is there information on the novel `` El Cid '' ?
",LOC:other,LOC,other
4957,"What is the chemical formula for napalm ?
",ENTY:symbol,ENTY,symbol
4958,"What is yohimbine ?
",DESC:def,DESC,def
4959,"What is `` Chicago Hope '' ?
",DESC:def,DESC,def
4960,"How many members of a family could be drafted in the U.S. military during World War II ?
",NUM:count,NUM,count
4961,"Who wrote the song , `` Silent Night '' ?
",HUM:ind,HUM,ind
4962,"What company is the largest Japanese ship builder ?
",HUM:gr,HUM,gr
4963,"What does the `` blue ribbon '' stand for ?
",ABBR:exp,ABBR,exp
4964,"What is the average date when most malls begin putting up Christmas holiday decorations ?
",NUM:date,NUM,date
4965,"How many characters are in the Chinese alphabet ?
",NUM:count,NUM,count
4966,"Where is Burma ?
",LOC:other,LOC,other
4967,"Who wrote The Collector ?
",HUM:ind,HUM,ind
4968,"Which major diamond producer is based in South Africa ?
",HUM:gr,HUM,gr
4969,"Who was Samuel Johnsons 's friend and biographer ?
",HUM:ind,HUM,ind
4970,"What kind of women gave Sigmund Freud erotic dreams ?
",HUM:ind,HUM,ind
4971,"What are the Cleveland Indians also called ?
",ENTY:termeq,ENTY,termeq
4972,"What commodity 's shortage was the largest single factor in keeping North American cars off the roads during World War II ?
",ENTY:other,ENTY,other
4973,"How many hummingbird eggs could fit in one ostrich egg ?
",NUM:count,NUM,count
4974,"Who wrote the bestselling Missionary Travels and Researches in South Africa , published in 1857 ?
",HUM:ind,HUM,ind
4975,"Who played the father on `` Charles in Charge '' ?
",HUM:ind,HUM,ind
4976,"What is the gestation period for human pregnancies ?
",NUM:period,NUM,period
4977,"Where did the name Daniel originate ?
",LOC:other,LOC,other
4978,"What are common methods used to regulate monopolies ?
",ENTY:techmeth,ENTY,techmeth
4979,"What category does the color pink denote in the Trivial Pursuit Baby Boomer Edition ?
",DESC:def,DESC,def
4980,"How long does the average domesticated ferret live ?
",NUM:period,NUM,period
4981,"Name the Islamic counterpart to the Red Cross .
",ENTY:termeq,ENTY,termeq
4982,"What are the historical trials following World War II called ?
",ENTY:event,ENTY,event
4983,"What states do not have state income tax ?
",LOC:state,LOC,state
4984,"What city has the two steepest streets in the U.S. ?
",LOC:city,LOC,city
4985,"What is Margaret Thatcher known for ?
",DESC:reason,DESC,reason
4986,"Name the country of giants twelve times the size of man in `` Gulliver 's Travels . ''
",LOC:country,LOC,country
4987,"What 's men 's par on a 455-yard golf hole ?
",NUM:other,NUM,other
4988,"What four elements make up 90 percent of the human body ?
",ENTY:substance,ENTY,substance
4989,"How many countries are there ?
",NUM:count,NUM,count
4990,"Where does most of the marijuana entering the United States come from ?
",LOC:other,LOC,other
4991,"Stuart Hamblen is considered to be the first singing cowboy of which medium ?
",ENTY:cremat,ENTY,cremat
4992,"What is Steve Rogers 's profession when he 's not Captain America ?
",HUM:title,HUM,title
4993,"What is the most common cancer ?
",ENTY:dismed,ENTY,dismed
4994,"Who are the top 10 richest people in the world ?
",HUM:ind,HUM,ind
4995,"How do I contact Answers.com direct ?
",DESC:manner,DESC,manner
4996,"What causes a person to have constantly sweaty hands and feet ?
",DESC:reason,DESC,reason
4997,"What happened to Answers.com ?
",DESC:desc,DESC,desc
4998,"What is the spectrum of a sine wave ?
",DESC:def,DESC,def
4999,"What ethnic group introduced the idea of potlatch ?
",HUM:gr,HUM,gr
5000,"What is a person 's socioeconomic position ?
",DESC:def,DESC,def
5001,"What do you say to a friend who ignores you for other friends ?
",DESC:desc,DESC,desc
5002,"How many yards are in 1 mile ?
",NUM:count,NUM,count
5003,"What actor was the first man to appear on the cover of McCall 's ?
",HUM:ind,HUM,ind
5004,"What does R.E.M. stand for , as in the rock group R.E.M. ?
",ABBR:exp,ABBR,exp
5005,"What Cruise Line does Kathie Lee Gifford advertise for ?
",HUM:gr,HUM,gr
5006,"What does the name Jenna mean ?
",DESC:def,DESC,def
5007,"Why do girls have to wear training bras ?
",DESC:reason,DESC,reason
5008,"When was the first successful heart transplant for a human ?
",NUM:date,NUM,date
5009,"How did Edith Bunker die ?
",DESC:manner,DESC,manner
5010,"What country boasts Cawdor Castle , Glamis Castle , and Blair Castle ?
",LOC:country,LOC,country
5011,"Define Spumante .
",DESC:def,DESC,def
5012,"What does pH stand for ?
",ABBR:exp,ABBR,exp
5013,"What country is Mount Everest in ?
",LOC:country,LOC,country
5014,"Which country is the largest country in Latin America ?
",LOC:country,LOC,country
